Number	text_title	text_author	text_year	Left_Context	Keyword	Right_Context	tagA
   633316	Anfangsgründe der Chemie	Johann Christian Polykarp Erxleben	1775	t dem bey der	Destillation	uͤbergehenden	Destillation
   633340	Anfangsgründe der Chemie	Johann Christian Polykarp Erxleben	1775	ewoͤhnlichen	Destillation	desselben zuers	Destillation
   633722	Anfangsgründe der Chemie	Johann Christian Polykarp Erxleben	1775	s , die bey der	Sublimation	in Gestalt ei	Sublimation
   633752	Anfangsgründe der Chemie	Johann Christian Polykarp Erxleben	1775	 , und diese	Sublimation	des Schwefels	Sublimation
   633811	Anfangsgründe der Chemie	Johann Christian Polykarp Erxleben	1775	chwefel durch die	Sublimation	verbinden .	Sublimation
   635426	Ueber die unterirdischen Gasarten und die Mittel ihren Nachtheil zu vermindern	Friedrich Alexander von Humboldt	1799	z elektrischer	Explosionen	geschlossen ,	Explosion
   635835	Ueber die unterirdischen Gasarten und die Mittel ihren Nachtheil zu vermindern	Friedrich Alexander von Humboldt	1799	|es|sie in diesen	Regionen	, wie in den	Region
   636525	Ueber die unterirdischen Gasarten und die Mittel ihren Nachtheil zu vermindern	Friedrich Alexander von Humboldt	1799	terirdische	Vegetation	, die stehenden	Vegetation
   636976	Ueber die unterirdischen Gasarten und die Mittel ihren Nachtheil zu vermindern	Friedrich Alexander von Humboldt	1799	schon auf die	Respiration	und das Brennen	Respiration
   637209	Ueber die unterirdischen Gasarten und die Mittel ihren Nachtheil zu vermindern	Friedrich Alexander von Humboldt	1799	ersuchen eine	Absorption	von 0,15 und	Absorption
   640036	Physicalische und Medicinische Abhandlungen der Königlichen Academie der Wissenschaften zu Berlin	J. L. C. Mümler (translator)	1781	d eine gewisse	Portion	Engelsuͤß ,	Portion
   640271	Physicalische und Medicinische Abhandlungen der Königlichen Academie der Wissenschaften zu Berlin	J. L. C. Mümler (translator)	1781	eit groͤßere	Portion	gebrauchen ,	Portion
   642107	Physicalische und Medicinische Abhandlungen der Königlichen Academie der Wissenschaften zu Berlin	J. L. C. Mümler (translator)	1781	okratische	Scarification	des Auges , all	Scarification
   642233	Physicalische und Medicinische Abhandlungen der Königlichen Academie der Wissenschaften zu Berlin	J. L. C. Mümler (translator)	1781	wie man bey der	Operation	der Thraͤnenfistel	Operation
   642657	Anfangsgründe zur metallurgischen Chymie, in einem theoretischen und practischen Theile nach einer in der Natur gegründeten Ordnung	Christlieb Ehregott Gellert	1776	t . In die	Solution	, welche eine	Solution
   643728	Anfangsgründe zur metallurgischen Chymie, in einem theoretischen und practischen Theile nach einer in der Natur gegründeten Ordnung	Christlieb Ehregott Gellert	1776	üssen man diese	Calcination	entweder in	Calcination
   644981	Anweisung zu Verfertigung und Gebrauch des allgemeinen Zeichen-Instruments ohne Gläser, [...]	Johann Leonhard Hoffmann	1780	 Acts und der	Situation	. In oͤffentlichen	Situation
   647219	Anweisung zu Verfertigung und Gebrauch des allgemeinen Zeichen-Instruments ohne Gläser, [...]	Johann Leonhard Hoffmann	1780	erstand in ganzen	Compositionen	zeigen wollen	Komposition
   647825	System einer medicinischen Polizey, Band I	Johann Peter Frank	1786	er von der	Religion	, von einem un	Religion
   648546	System einer medicinischen Polizey, Band I	Johann Peter Frank	1786	udite populus !	Susarion	hæc dicit :	Susarion
   651288	Die neue kürzeste und nützlichste Scheide-Kunst oder Chimie theoretisch und practisch erkläret, nach den Eigenschafften des Alcali und Acidi	Andreas Ruff	1788	ale . V. Diese	Operation	ist anders ni	Operation
   653708	Des Längst gewünschten und versprochenen Chymisch-Philosophischen Probier-Steins Zweyte Cla#223;/ [...]	Herman Fictuld	1753	Mann , in der	Manipulation	wohl erfahren	Manipulation
   654491	Des Längst gewünschten und versprochenen Chymisch-Philosophischen Probier-Steins Zweyte Cla#223;/ [...]	Herman Fictuld	1753	hen Pasquillen	Profeßion	gemachet , und	Profession
   656321	Psychologische Versuche ein Beytrag zur esoterischen Logik	Michael Hissmann	1777	taphysische	Abstraktionen	, Wirkungen !	Abstraktion
   656422	Psychologische Versuche ein Beytrag zur esoterischen Logik	Michael Hissmann	1777	eisten von der	Abstraktion	entdecken ,	Abstraktion
   656506	Psychologische Versuche ein Beytrag zur esoterischen Logik	Michael Hissmann	1777	elenorganen , oder	Organisationen	derselben , d	Organisation
   656719	Psychologische Versuche ein Beytrag zur esoterischen Logik	Michael Hissmann	1777	ufgeklaͤrten	Nationen	Europens besizt	Nation
   656906	Psychologische Versuche ein Beytrag zur esoterischen Logik	Michael Hissmann	1777	aß eine solche	Reformation	bey der Armuth	Reformation
   656930	Psychologische Versuche ein Beytrag zur esoterischen Logik	Michael Hissmann	1777	ntnis einer jeden	Nation	niedergelegt	Nation
   656993	Psychologische Versuche ein Beytrag zur esoterischen Logik	Michael Hissmann	1777	nsrer innern	Organisation	zuschreiben	Organisation
   657518	Grundris der Forstwissenschaft zum Gebrauche dirigirender Forst- und Kameralbedienten, auch Privatguthsbesitzern.	Johann Friedrich von Pfeiffer	1781	loden mit dieser	Operation	verschonen .	Operation
   662662	Beschreibung und Gebrauch eines geometrischen Instruments in Gestalt enes Proportionalzirkels, [...]	Georg Friedrich Brander	1780	waͤhrend der	Operation	nicht verrucke	Operation
   665663	ATTRhi rend=italATTR_CLOSEMagazin für die Botanik	Johann Jacob Römer	1787	nen Theil der	Fructification	zum Fundamente	Fructification
   665875	ATTRhi rend=italATTR_CLOSEMagazin für die Botanik	Johann Jacob Römer	1787	terscheiden , daß	Allion	die Regularität	Allion
   665894	ATTRhi rend=italATTR_CLOSEMagazin für die Botanik	Johann Jacob Römer	1787	nder thun . * )	Allion	giebt in der	Allion
   666528	ATTRhi rend=italATTR_CLOSEMagazin für die Botanik	Johann Jacob Römer	1787	n Gesetzen der	Vegetation	, und die angewa	Vegetation
   675055	Erlöseter Advents-Schüler/ Nach den Davidischen/ und in dessen CXVIsten Psalm/ v.7.8.9 enthaltenen Worten: Sey nun wieder zufrieden meine Seele/ etc. [...]	Johann Ulrich Mayer	1672	em Himmlischen	Zion	lauter Ruhm	Zion
   675908	Erlöseter Advents-Schüler/ Nach den Davidischen/ und in dessen CXVIsten Psalm/ v.7.8.9 enthaltenen Worten: Sey nun wieder zufrieden meine Seele/ etc. [...]	Johann Ulrich Mayer	1672	iesterliche	Copulation	in der Kirchen	Kopulation
   686966	Klag-seufftzendes Ach! In Khiebach; Nach seiner Geist-Fruchtbaren Mutter der starcken vnd schönen Lieb/ [...]	Dominicus Renner	1686	r willigsten	Affection	; jederzeit	Affektion
   688260	Klag-seufftzendes Ach! In Khiebach; Nach seiner Geist-Fruchtbaren Mutter der starcken vnd schönen Lieb/ [...]	Dominicus Renner	1686	htend Geist zur	Discretion	vnd Bescheidenheit	Diskretion
   698821	Drey Christliche Leich-Predigten uber dem seligen Ableiben Deß Weilund Durchleuchtigen/ Hochgebornen Fürsten und Herrn/ Herrn Johann Friderichen/ Hertzogen zu Würtemberg und Teck/ [...]	Johannes Christophorus Hingher	1660	lligster	Devotion	, ein Vorbereitung	Devotion
   699094	Drey Christliche Leich-Predigten uber dem seligen Ableiben Deß Weilund Durchleuchtigen/ Hochgebornen Fürsten und Herrn/ Herrn Johann Friderichen/ Hertzogen zu Würtemberg und Teck/ [...]	Johannes Christophorus Hingher	1660	ut Goͤttlicher	decision	, Cap. 42.	decision
   701232	Christliche Klag- und Trost-Predigt/ Aus denen Worten Es. LXII. v. 3. Uber dem Höchstseeligen Ableiben Weiland De#223; Durchleuchtigsten Fürsten und Herrn/ Herrn Friderichen, Herzogen zu Würtemberg und Teck/ [...]	Johann Wolffgang Diettrich	1683	sorge und kluger	Direction	sich beraubet	Direktion
   701803	Christliche Klag- und Trost-Predigt/ Aus denen Worten Es. LXII. v. 3. Uber dem Höchstseeligen Ableiben Weiland De#223; Durchleuchtigsten Fürsten und Herrn/ Herrn Friderichen, Herzogen zu Würtemberg und Teck/ [...]	Johann Wolffgang Diettrich	1683	 . Der Berg	Zion	ist wie ein	Zion
   702007	Christliche Klag- und Trost-Predigt/ Aus denen Worten Es. LXII. v. 3. Uber dem Höchstseeligen Ableiben Weiland De#223; Durchleuchtigsten Fürsten und Herrn/ Herrn Friderichen, Herzogen zu Würtemberg und Teck/ [...]	Johann Wolffgang Diettrich	1683	itel sagt : Um	Zion	willen  so	Zion
   702631	Christliche Klag- und Trost-Predigt/ Aus denen Worten Es. LXII. v. 3. Uber dem Höchstseeligen Ableiben Weiland De#223; Durchleuchtigsten Fürsten und Herrn/ Herrn Friderichen, Herzogen zu Würtemberg und Teck/ [...]	Johann Wolffgang Diettrich	1683	 Mein liebes	Zion	 ob du gleich	Zion
   704107	Klugheit derer Gerechten im Predig-Amt/ An dem Exempel Des um die Kirche Christi treuverdienten Seeligen Herrn BANDECO, Gewesenen Predigers zu St Marien in Berlin	Christian Reuter	1715	n der Christl.	Religion	nichts mehr	Religion
   704219	Klugheit derer Gerechten im Predig-Amt/ An dem Exempel Des um die Kirche Christi treuverdienten Seeligen Herrn BANDECO, Gewesenen Predigers zu St Marien in Berlin	Christian Reuter	1715	in in Augsb.	Confession	bedaͤchtiglich	Konfession
   705116	Klugheit derer Gerechten im Predig-Amt/ An dem Exempel Des um die Kirche Christi treuverdienten Seeligen Herrn BANDECO, Gewesenen Predigers zu St Marien in Berlin	Christian Reuter	1715	n der Christl.	Religion	weit mehr 	Religion
   707449	Hertz und Mund bey dem Jubel-Feste der Augspurgischen CONFESSION, in einer am 25. Junii 1730 zum Andencken der vor zwey hundert Jahren übergebenen Augspurgischen Confession [...]	Johann Georg Palm	1730	gspurgischen	Confession	. I. Wie unser	Konfession
   709260	Hertz und Mund bey dem Jubel-Feste der Augspurgischen CONFESSION, in einer am 25. Junii 1730 zum Andencken der vor zwey hundert Jahren übergebenen Augspurgischen Confession [...]	Johann Georg Palm	1730	gspurgischen	Confession	. Dies ist d	Konfession
   709336	Hertz und Mund bey dem Jubel-Feste der Augspurgischen CONFESSION, in einer am 25. Junii 1730 zum Andencken der vor zwey hundert Jahren übergebenen Augspurgischen Confession [...]	Johann Georg Palm	1730	Evangelisches	Zion	, so werde m	Zion
   709515	Hertz und Mund bey dem Jubel-Feste der Augspurgischen CONFESSION, in einer am 25. Junii 1730 zum Andencken der vor zwey hundert Jahren übergebenen Augspurgischen Confession [...]	Johann Georg Palm	1730	gspurgischen	Confession	dergleichen L	Konfession
   709830	Hertz und Mund bey dem Jubel-Feste der Augspurgischen CONFESSION, in einer am 25. Junii 1730 zum Andencken der vor zwey hundert Jahren übergebenen Augspurgischen Confession [...]	Johann Georg Palm	1730	Evangelischen	Zions	, leget ab di	Zion
   727406	Die geistlichen Heil-Bronnen der Wunden Jesu Christi bey gesegnetem Gebrauch der leiblichen Heilbronnen zu Burg-Bernheim Wildbad-Predigt	Johann Matthias Groß	1721	er besondern	Disputation	uͤber diesen	Disputation
   741404	Der unbefleckte Gottesdienst vor Gott dem Vater in einer Predigt	Johann Georg Jacobi	1770	 mich zu der	Religion	der Christen ,	Religion
   741539	Der unbefleckte Gottesdienst vor Gott dem Vater in einer Predigt	Johann Georg Jacobi	1770	es , euch die	Religion	so vorzustellen	Religion
   741792	Der unbefleckte Gottesdienst vor Gott dem Vater in einer Predigt	Johann Georg Jacobi	1770	ͤtzen ihrer	Religion	, und leer vo	Religion
   741832	Der unbefleckte Gottesdienst vor Gott dem Vater in einer Predigt	Johann Georg Jacobi	1770	hrsaͤtzen der	Religion	verweilen sie	Religion
   741867	Der unbefleckte Gottesdienst vor Gott dem Vater in einer Predigt	Johann Georg Jacobi	1770	heimnisse der	Religion	muͤssen den C	Religion
   744359	Meine letzte Predigt in dem lieben Havetoft [...]	L. Brodersen	1798	auch in allen	Religionen	, auch schon	Religion
   746075	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	n uns der HErr	Zion	ab : Wir finden	Zion
   746100	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	rostlos war	Zion	: denn der HErr	Zion
   746115	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	n wenig vor	Zion	verborgen ;	Zion
   746127	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	ott verlassene	Zion	war . Er der	Zion
   746139	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	pfer , der	Zion	gebildet hatte	Zion
   746182	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	Friedens mit	Zion	gemacht hatte	Zion
   746200	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	 Zorn , und	Zion	sahe dis Verb	Zion
   746213	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	assen an ; denn	Zion	sprach : Der	Zion
   746231	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	ein hier nicht	Zion	, ein trostloses	Zion
   746235	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	ein trostloses	Zion	? Zion war d	Zion
   746237	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	 Zion ?	Zion	war demnach	Zion
   746294	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	 Zustand	Zions	zäͤrtlicher	Zion
   746338	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	hlete , wenn er	Zion	in eine Gleichhei	Zion
   746364	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	e Leiden	Zions	abschildern	Zion
   746448	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	tlosen Wittwe an	Zion	selbst geben	Zion
   746602	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	d der HErr von	Zion	giebet , finde	Zion
   746619	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	t eben wie	Zion	sagen koͤnnen	Zion
   746661	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	t auch mit	Zion	seufzen : der	Zion
   746754	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	Mund des HErrn ,	Zion	in seinem Elende	Zion
   746814	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	den auf einmal	Zion	allen wahren Tr	Zion
   747224	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	s verlassene	Zion	und fuͤr ein	Zion
   747263	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	ache des Jammers	Zion	anzeigete , z	Zion
   747421	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	, da GOtt mit	Zion	redet , und	Zion
   747443	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	ede der Mann	Zions	: du sagest	Zion
   747509	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	y dem Elende	Zions	, so der HErr	Zion
   747532	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	ollen nun nicht	Zion	, und ein jede	Zion
   747680	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	n Blick auf	Zion	gerichtet , ga	Zion
   747714	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	rr moͤglich ,	Zion	zu vergessen	Zion
   747751	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	ge doch auf	Zion	und auf dessen	Zion
   747831	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	 fuͤhret er	Zion	, und ein jede	Zion
   747930	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	 HErr uͤber	Zion	: Was heißt	Zion
   748272	Drey Predigten über Drey höchstwichtige Vorfälle in Sachsen [...]	August Andreas Achilles	1756	der HErr , das	Zion	, und ein jede	Zion
   749095	Die erschröcklichen Folgen eines gottlosen- und die erfreulichen Folgen eines gottseligen Lebens, zur Warnung und zum Troste eines durch Feuer heimgesuchten Volks in einer Predigt [...]	Karl Gottlob Dietmann	1760	ötter der heil.	Religion	JEsu Christi	Religion
   750866	Eine Predigt bey Gelegenheit einiger Unruhen in Sachsen [...]	Johann Georg Rosenmüller	1790	Gott , fuͤr	Religion	und Tugend zu	Religion
   756970	Predigt vom Gebet der Christen nach dem Muster des Erlösers	Heinrich Sander	1782	d christlichen	Religion	ansehen . Sie	Religion
   757220	Predigt vom Gebet der Christen nach dem Muster des Erlösers	Heinrich Sander	1782	hrungen der	Religion	zuruͤckzusetzen	Religion
   762628	Eine Predigt über Luc.13,1-5 mit Beziehung auf die Feuersbrunst, welche den 18. Sept. 1780 die Stadt Gera im Voigtlande in die Asche gelegt hat	Justus Christoph Krafft	1781	d der ganzen	Religion	um . Denn wie	Religion
   764379	Eine Predigt über Luc.13,1-5 mit Beziehung auf die Feuersbrunst, welche den 18. Sept. 1780 die Stadt Gera im Voigtlande in die Asche gelegt hat	Justus Christoph Krafft	1781	HERR hat zu	Zion	ein Feuer ange	Zion
   765046	Fragment einer Predigt, über die Lotto-Sucht und deren verwüstende Folgen beym Land-Volk. Gehalten am Sonntag Lätare 1780, über die Worte: Sammlet die übrigen Brocken. Joh. 6. Vers 12.	anon.	1780	ndruͤcken der	Religion	unfaͤhig macht	Religion
   766379	Fragment einer Predigt, über die Lotto-Sucht und deren verwüstende Folgen beym Land-Volk. Gehalten am Sonntag Lätare 1780, über die Worte: Sammlet die übrigen Brocken. Joh. 6. Vers 12.	anon.	1780	us eurer ganzen	Religion	und der Seelen-Bea	Religion
   766552	Fragment einer Predigt, über die Lotto-Sucht und deren verwüstende Folgen beym Land-Volk. Gehalten am Sonntag Lätare 1780, über die Worte: Sammlet die übrigen Brocken. Joh. 6. Vers 12.	anon.	1780	indruͤcke der	Religion	offen sind ,	Religion
   770032	Predigt auf den letzten Sonntag des Jahren 1790 [...]	Peter Petersen	1790	 goͤttlichen	Religion	beschenkte un	Religion
   772071	Predigt	Georg Wilhelm Friedrich Hegel	1792	d christlichen	Religion	ist die , daß	Religion
   774029	Predigt	Georg Wilhelm Friedrich Hegel	1792	 christliche	Religion	, ich soll	Religion
