Belegtext	Animacy_finegrained	Lemma	PoS	Ort	Jahr	upperCase	Sprachraum.ost.west	weiblich	Kompositum	Period	Animacy3	Animacy	Freq
ochßenmarkh	konkret	ochsenmarkt	NN	Bamberg	1628	FALSE	1		1	3	concrete	1	1
ofen	konkret	ofen	NN	Rosenburg	1618	FALSE	1		0	2	concrete	1	1
öftern	abstrakt	oft	NN	Rosenburg	1618	FALSE	1		0	2	abstract	0	1
ohren	konkret Körperteil	ohr	NN	Alme	1630	FALSE	0		0	3	concrete	1	1
ordnung	abstrakt	ordnung	NN	Günzburg	1613	FALSE	0		0	2	abstract	0	1
orth	konkret Ort	ort	NN	Bamberg	1628	FALSE	1		0	3	concrete	1	5
orde	konkret	ort	NN	Meldorf	1618	FALSE	0		0	2	concrete	1	5
orth	konkret	ort	NN	München	1600	FALSE	1		0	1	concrete	1	5
örtern	konkret Ort	ort	NN	Perleberg	1588	FALSE	1		0	1	concrete	1	5
ortt	konkret	ort	NN	Stralsund	1630	FALSE	1		0	3	concrete	1	5
Osten	abstrakt	osten	NN	Meldorf	1618	TRUE	0		0	2	abstract	0	1
ostern	abstrakt	ostern	NN	Bamberg	1628	FALSE	1		0	3	abstract	0	2
Ostern	abstrakt	ostern	NN	Stralsund	1630	TRUE	1		0	3	abstract	0	2
Pahr	abstrakt	paar	NN	Ostrau	1628	TRUE	1		0	3	abstract	0	2
Paär	abstrakt Maß	paar	NN	Schweinfurt	1616	TRUE	1		0	2	abstract	0	2
Paff	menschlich	paff	NB	Lemberg	1630	TRUE	0	n	0	3	animate	4	1
PaPir	konkret	papier	NN	Jever	1592	FALSE	0		0	1	concrete	1	1
pastors	menschlich	pastor	NN	Jever	1592	FALSE	0	n	0	1	animate	4	1
Pein	abstrakt	pein	NN	Baden-Baden	1628	TRUE	0		0	3	abstract	0	5
pein	abstrakt	pein	NN	Baden-Baden	1628	FALSE	0		0	3	abstract	0	5
Pöen	abstrakt	pein	NN	Günzburg	1613	TRUE	0		0	2	abstract	0	5
pein	abstrakt	pein	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	5
pein	abstrakt	pein	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	5
Persohnen	menschlich	person	NN	Bamberg	1628	TRUE	1		0	3	animate	2	11
Persohnen	menschlich	person	NN	Bamberg	1628	TRUE	1		0	3	animate	2	11
Persohnen	menschlich	person	NN	Bamberg	1628	TRUE	1		0	3	animate	2	11
Persohn	menschlich	person	NN	Günzburg	1613	TRUE	0		0	2	animate	2	11
Personen	menschlich	person	NN	Güstrow	1615	TRUE	1		0	2	animate	2	11
Persohn	menschlich	person	NN	München	1600	TRUE	1		0	1	animate	2	11
Persohn	menschlich	person	NN	München	1600	TRUE	1		0	1	animate	2	11
Persohnen	menschlich	person	NN	München	1600	TRUE	1		0	1	animate	2	11
Persohnen	menschlich	person	NN	München	1600	TRUE	1		0	1	animate	2	11
Person	menschlich	person	NN	Ostrau	1628	TRUE	1		0	3	animate	2	11
person	menschlich	person	NN	Perleberg	1588	FALSE	1		0	1	animate	2	11
Pezschafft	konkret	petschaft	NN	Ostrau	1628	TRUE	1		0	3	concrete	1	1
Pfarrers	menschlich	pfarrer	NB	Rosenburg	1618	TRUE	1	n	0	2	animate	4	2
Pfarrer	menschlich	pfarrer	NB	Rosenburg	1618	TRUE	1	n	0	2	animate	4	2
peiffer	menschlich	pfeifer	NB	Hamm	1592	FALSE	0	n	0	1	animate	4	2
peiffer	menschlich	pfeifer	NB	Hamm	1592	FALSE	0	n	0	1	animate	4	2
Pfennig	abstrakt Maß	pfennig	NN	Schweinfurt	1616	TRUE	1		0	2	abstract	0	2
Pfennig	abstrakt Maß	pfennig	NN	Schweinfurt	1616	TRUE	1		0	2	abstract	0	2
Pferdt	tierisch	pferd	NN	Alme	1630	TRUE	0		0	3	animate	2	24
Pferdt	tierisch	pferd	NN	Bamberg	1628	TRUE	1		0	3	animate	2	24
pferde	tierisch	pferd	NN	Georgenthal	1597	FALSE	1		0	1	animate	2	24
Pferde	tierisch	pferd	NN	Güstrow	1615	TRUE	1		0	2	animate	2	24
Pferde	tierisch	pferd	NN	Güstrow	1615	TRUE	1		0	2	animate	2	24
Pferdt	tierisch	pferd	NN	Güstrow	1615	TRUE	1		0	2	animate	2	24
Pferdt	tierisch	pferd	NN	Güstrow	1615	TRUE	1		0	2	animate	2	24
Pferde	tierisch	pferd	NN	Güstrow	1615	TRUE	1		0	2	animate	2	24
Pferde	tierisch	pferd	NN	Güstrow	1615	TRUE	1		0	2	animate	2	24
Pferdt	tierisch	pferd	NN	Güstrow	1615	TRUE	1		0	2	animate	2	24
Pferdt	tierisch	pferd	NN	Güstrow	1615	TRUE	1		0	2	animate	2	24
Pferdt	tierisch	pferd	NN	Güstrow	1615	TRUE	1		0	2	animate	2	24
Pferdt	tierisch	pferd	NN	Güstrow	1615	TRUE	1		0	2	animate	2	24
pferden	tierisch	pferd	NN	Hamm	1592	FALSE	0		0	1	animate	2	24
pferdt	tierisch	pferd	NN	Hamm	1592	FALSE	0		0	1	animate	2	24
pferdt	tierisch	pferd	NN	Hamm	1592	FALSE	0		0	1	animate	2	24
Pferdt	tierisch	pferd	NN	Hamm	1592	TRUE	0		0	1	animate	2	24
pferdt	tierisch	pferd	NN	Hamm	1592	FALSE	0		0	1	animate	2	24
pferdt	tierisch	pferd	NN	Hamm	1592	FALSE	0		0	1	animate	2	24
pfert	tierisch	pferd	NN	Jever	1592	FALSE	0		0	1	animate	2	24
Perdt	tierisch	pferd	NN	Meldorf	1618	TRUE	0		0	2	animate	2	24
perdt	tierisch	pferd	NN	Meldorf	1618	FALSE	0		0	2	animate	2	24
Pferdt	tierisch	pferd	NN	Rosenburg	1618	TRUE	1		0	2	animate	2	24
Pferden	tierisch	pferd	NN	Rosenburg	1618	TRUE	1		0	2	animate	2	24
perdedreck	konkret	pferdedreck	NN	Alme	1630	FALSE	0		1	3	concrete	1	2
pferdtsdreck	konkret	pferdedreck	NN	Hamm	1592	FALSE	0		1	1	concrete	1	2
Pfer- de fueß	konkret Körperteil	pferdefusz	NN	Jever	1592	TRUE	0		1	1	concrete	1	1
Pferdts koth	konkret	pferdekoth	NN	Lemberg	1630	TRUE	0		1	3	concrete	1	1
perdes Manen	konkret	pferdemähne	NN	Meldorf	1618	FALSE	0		1	2	concrete	1	1
Pingesten	abstrakt	pfingsten	NN	Meldorf	1618	TRUE	0		0	2	abstract	0	1
Pfingst feyertag	abstrakt	pfingstfeiertag	NN	Schweinfurt	1616	TRUE	1		1	2	abstract	0	1
Pfleg dochter	menschlich	pflegetochter	NN	Schweinfurt	1616	TRUE	1	j	1	2	animate	3	1
pfort	konkret	pforte	NN	Hamm	1592	FALSE	0		0	1	concrete	1	1
pfundt	abstrakt Maß	pfund	NN	Günzburg	1613	FALSE	0		0	2	abstract	0	1
pfantasej	abstrakt	phantasei	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	1
Phantasei	abstrakt	phantasie	NN	Alme	1630	TRUE	0		0	3	abstract	0	3
phantasej	abstrakt	phantasie	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	3
phantasie	abstrakt	phantasie	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	3
Pipen	konkret	pipe	NN	Alme	1630	TRUE	0		0	3	concrete	1	1
Platz	konkret	platz	NN	Bamberg	1628	TRUE	1		0	3	concrete	1	2
blaz	konkret	platz	NN	Riedlingen	1596	FALSE	0		0	1	concrete	1	2
poggen	tierisch	pogge	NN	Perleberg	1588	FALSE	1		0	1	animate	2	3
poggen	tierisch	pogge	NN	Perleberg	1588	FALSE	1		0	1	animate	2	3
poggen	tierisch	pogge	NN	Perleberg	1588	FALSE	1		0	1	animate	2	3
Pollicey	abstrakt	polizei	NN	Riedlingen	1596	TRUE	0		0	1	abstract	0	1
podt	konkret	pot	NN	Meldorf	1618	FALSE	0		0	2	concrete	1	1
Pott	konkret	pott	NN	Alme	1630	TRUE	0		0	3	concrete	1	3
Pott	konkret	pott	NN	Alme	1630	TRUE	0		0	3	concrete	1	3
priuilegien	abstrakt	privileg	NN	Riedlingen	1596	FALSE	0		0	1	abstract	0	1
profoiß	menschlich	profos	NB	Jever	1592	FALSE	0		0	1	animate	2	1
proces	abstrakt	prozesz	NN	Hamm	1592	FALSE	0		0	1	abstract	0	1
Pulfer	konkret	pulver	NN	Bamberg	1628	TRUE	1		0	3	concrete	1	8
Puluer	konkret	pulver	NN	Jever	1592	TRUE	0		0	1	concrete	1	8
Puluer	konkret	pulver	NN	München	1600	TRUE	1		0	1	concrete	1	8
Puluer	konkret	pulver	NN	München	1600	TRUE	1		0	1	concrete	1	8
Puluer	konkret	pulver	NN	München	1600	TRUE	1		0	1	concrete	1	8
Puluer	konkret	pulver	NN	München	1600	TRUE	1		0	1	concrete	1	8
Puluer	konkret	pulver	NN	München	1600	TRUE	1		0	1	concrete	1	8
Puluer	konkret	pulver	NN	Riedlingen	1596	TRUE	0		0	1	concrete	1	8
buluersackh	konkret	pulversack	NN	Riedlingen	1596	FALSE	0		1	1	concrete	1	1
puncten	abstrakt	punkt	NN	Jever	1592	FALSE	0		0	1	abstract	0	3
puncten	abstrakt	punkt	NN	Jever	1592	FALSE	0		0	1	abstract	0	3
puncten	abstrakt	punkt	NN	Riedlingen	1596	FALSE	0		0	1	abstract	0	3
Queller	menschlich	queller	NB	Güstrow	1615	TRUE	1		0	2	animate	2	1
questen	konkret	questen	NN	Alme	1630	FALSE	0		0	3	concrete	1	1
Raab	menschlich	rabe	NN	Bamberg	1628	TRUE	1		0	3	animate	2	1
Rehm	konkret	rahm	NN	Schweinfurt	1616	TRUE	1		0	2	concrete	1	3
Rehm	konkret	rahm	NN	Schweinfurt	1616	TRUE	1		0	2	concrete	1	3
Rehm	konkret	rahm	NN	Schweinfurt	1616	TRUE	1		0	2	concrete	1	3
Rhadt	abstrakt	rat	NN	Alme	1630	TRUE	0		0	3	abstract	0	15
raht	abstrakt	rat	NN	Gaugrehweiler	1610	FALSE	0		0	2	abstract	0	15
Raths	abstrakt	rat	NN	Günzburg	1613	TRUE	0		0	2	abstract	0	15
Rahte	menschlich Kollektivum	rat	NN	Güstrow	1615	TRUE	1		0	2	animate	2	15
Rathe	abstrakt	rat	NN	Hamm	1592	TRUE	0		0	1	abstract	0	15
rath	abstrakt	rat	NN	Hamm	1592	FALSE	0		0	1	abstract	0	15
rhat	abstrakt	rat	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	15
rhat	abstrakt	rat	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	15
rhat	abstrakt	rat	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	15
Rade	menschlich Kollektivum	rat	NN	Meldorf	1618	TRUE	0		0	2	animate	2	15
rath	abstrakt	rat	NN	Rosenburg	1618	FALSE	1		0	2	abstract	0	15
rhat	abstrakt	rat	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	15
ratth	abstrakt	rat	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	15
ratth	abstrakt	rat	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	15
ratth	abstrakt	rat	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	15
Rathgebern	menschlich	ratgeber	NN	Günzburg	1613	TRUE	0	n	1	2	animate	4	1
Rath	menschlich Kollektivum	rath	NN	Perleberg	1588	TRUE	1		0	1	animate	2	1
Ratthause	konkret	rathaus	NN	Perleberg	1588	TRUE	1		1	1	concrete	1	3
Rathauß	konkret	rathaus	NN	Riedlingen	1596	TRUE	0		1	1	concrete	1	3
rhathaus	konkret	rathaus	NN	Schweinfurt	1616	FALSE	1		1	2	concrete	1	3
Rathsherr	menschlich	ratsherr	NB	München	1600	TRUE	1	n	1	1	animate	4	1
Rath- stueben	konkret	ratstube	NN	Bamberg	1628	TRUE	1		1	3	concrete	1	3
Rath- stueben	konkret	ratstube	NN	Bamberg	1628	TRUE	1		1	3	concrete	1	3
Rathstueben	konkret	ratstube	NN	Bamberg	1628	TRUE	1		1	3	concrete	1	3
rawen	abstrakt	rauen	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	1
Recht	abstrakt	recht	NN	Georgenthal	1597	TRUE	1		0	1	abstract	0	13
rechte	abstrakt	recht	NN	Güstrow	1615	FALSE	1		0	2	abstract	0	13
rechte	abstrakt	recht	NN	Güstrow	1615	FALSE	1		0	2	abstract	0	13
Recht	abstrakt	recht	NN	Hamm	1592	TRUE	0		0	1	abstract	0	13
Recht	abstrakt	recht	NN	Hamm	1592	TRUE	0		0	1	abstract	0	13
rechte	abstrakt	recht	NN	Meldorf	1618	FALSE	0		0	2	abstract	0	13
Rechtes	abstrakt	recht	NN	Meldorf	1618	TRUE	0		0	2	abstract	0	13
recht	abstrakt	recht	NN	Riedlingen	1596	FALSE	0		0	1	abstract	0	13
recht	abstrakt	recht	NN	Riedlingen	1596	FALSE	0		0	1	abstract	0	13
rechte	abstrakt	recht	NN	Rosenburg	1618	FALSE	1		0	2	abstract	0	13
rechte	abstrakt	recht	NN	Rosenburg	1618	FALSE	1		0	2	abstract	0	13
rechte	abstrakt	recht	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	13
reden	abstrakt	reden	NN	Günzburg	1613	FALSE	0		0	2	abstract	0	5
reif	konkret	reif	NN	Lemberg	1630	FALSE	0		0	3	concrete	1	1
reise	abstrakt	reise	NN	Jever	1592	FALSE	0		0	1	abstract	0	1
gerette	konkret	retten	NN	Perleberg	1588	FALSE	1		0	1	concrete	1	1
rauwen	abstrakt	reue	NN	Hamm	1592	FALSE	0		0	1	abstract	0	1
reuerentz	abstrakt	reverenz	NN	Alme	1630	FALSE	0		0	3	abstract	0	3
Reuerentz	abstrakt	reverenz	NN	Hamm	1592	TRUE	0		0	1	abstract	0	3
Reuerentz	abstrakt	reverenz	NN	Hamm	1592	TRUE	0		0	1	abstract	0	3
Richters	menschlich	richter	NB	Georgenthal	1597	TRUE	1	n	0	1	animate	4	12
Richters	menschlich	richter	NB	Georgenthal	1597	TRUE	1	n	0	1	animate	4	12
Richters	menschlich	richter	NB	Georgenthal	1597	TRUE	1	n	0	1	animate	4	12
Richters	menschlich	richter	NB	Georgenthal	1597	TRUE	1	n	0	1	animate	4	12
Richter	menschlich	richter	NB	Georgenthal	1597	TRUE	1	n	0	1	animate	4	12
Richter	menschlich	richter	NB	Hamm	1592	TRUE	0	n	0	1	animate	4	12
Richter	menschlich	richter	NB	Hamm	1592	TRUE	0	n	0	1	animate	4	12
Richter	menschlich	richter	NB	Hamm	1592	TRUE	0	n	0	1	animate	4	12
Richters	menschlich	richter	NB	Perleberg	1588	TRUE	1	n	0	1	animate	4	12
Richter	menschlich	richter	NB	Riedlingen	1596	TRUE	0	n	0	1	animate	4	12
Richter	menschlich	richter	NB	Rosenburg	1618	TRUE	1	n	0	2	animate	4	12
Richter	menschlich	richter	NB	Rosenburg	1618	TRUE	1	n	0	2	animate	4	12
Richtstatt	konkret	richtstatt	NN	Riedlingen	1596	TRUE	0		1	1	concrete	1	1
Rinde	konkret	rind	NN	Stralsund	1630	TRUE	1		0	3	concrete	1	1
rindt Viech	tierisch	rindvieh	NN	Baden-Baden	1628	FALSE	0		1	3	animate	2	1
bögelen	konkret	ring	NN	Alme	1630	FALSE	0		0	3	concrete	1	1
risten	abstrakt	risten	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	1
rogke	konkret	roggen	NN	Güstrow	1615	FALSE	1		0	2	concrete	1	1
Rohr	konkret	rohr	NN	Rosenburg	1618	TRUE	1		0	2	concrete	1	3
Rohr	konkret	rohr	NN	Rosenburg	1618	TRUE	1		0	2	concrete	1	3
rohr	konkret	rohr	NN	Rosenburg	1618	FALSE	1		0	2	concrete	1	3
Roß	tierisch	ross	NN	Riedlingen	1596	TRUE	0		0	1	animate	2	7
Roß	tierisch	ross	NN	Riedlingen	1596	TRUE	0		0	1	animate	2	7
Roß	tierisch	ross	NN	Riedlingen	1596	TRUE	0		0	1	animate	2	7
Roß	tierisch	ross	NN	Riedlingen	1596	TRUE	0		0	1	animate	2	7
Roß	tierisch	ross	NN	Riedlingen	1596	TRUE	0		0	1	animate	2	7
Roß	tierisch	ross	NN	Riedlingen	1596	TRUE	0		0	1	animate	2	7
Roß	tierisch	ross	NN	Riedlingen	1596	TRUE	0		0	1	animate	2	7
Ross koth	konkret	rosskot	NN	Baden-Baden	1628	TRUE	0		1	3	concrete	1	2
Ross koth	konkret	rosskot	NN	Baden-Baden	1628	TRUE	0		1	3	concrete	1	2
Rück	konkret Körperteil	rücken	NN	Georgenthal	1597	TRUE	1		0	1	concrete	1	1
ruot	konkret	rute	NN	Riedlingen	1596	FALSE	0		0	1	concrete	1	1
sachen	abstrakt	sache	NN	Bamberg	1628	FALSE	1		0	3	abstract	0	18
sach	abstrakt	sache	NN	Gaugrehweiler	1610	FALSE	0		0	2	abstract	0	18
sachen	konkret	sache	NN	Güstrow	1615	FALSE	1		0	2	concrete	1	18
sachen	abstrakt	sache	NN	Güstrow	1615	FALSE	1		0	2	abstract	0	18
sachen	konkret	sache	NN	Lemberg	1630	FALSE	0		0	3	concrete	1	18
saken	abstrakt	sache	NN	Meldorf	1618	FALSE	0		0	2	abstract	0	18
sachen	abstrakt	sache	NN	München	1600	FALSE	1		0	1	abstract	0	18
sachen	abstrakt	sache	NN	München	1600	FALSE	1		0	1	abstract	0	18
sachen	abstrakt	sache	NN	München	1600	FALSE	1		0	1	abstract	0	18
sachen	konkret	sache	NN	Schweinfurt	1616	FALSE	1		0	2	concrete	1	18
sachen	konkret	sache	NN	Schweinfurt	1616	FALSE	1		0	2	concrete	1	18
sachen	abstrakt	sache	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	18
sachen	konkret	sache	NN	Stralsund	1630	FALSE	1		0	3	concrete	1	18
sachen	konkret	sache	NN	Stralsund	1630	FALSE	1		0	3	concrete	1	18
sachen	konkret	sache	NN	Stralsund	1630	FALSE	1		0	3	concrete	1	18
sachen	konkret	sache	NN	Stralsund	1630	FALSE	1		0	3	concrete	1	18
sachen	konkret	sache	NN	Stralsund	1630	FALSE	1		0	3	concrete	1	18
sachen	konkret	sache	NN	Stralsund	1630	FALSE	1		0	3	concrete	1	18
Sack	konkret	sack	NN	Georgenthal	1597	TRUE	1		0	1	concrete	1	2
Sack	konkret	sack	NN	Georgenthal	1597	TRUE	1		0	1	concrete	1	2
Sack pfeiffer	menschlich	sackpfeifer	NB	Georgenthal	1597	TRUE	1		1	1	animate	2	2
Sackhpfeiffer	menschlich	sackpfeifer	NN	Riedlingen	1596	TRUE	0		1	1	animate	2	2
Sage	abstrakt	sage	NN	Rosenburg	1618	TRUE	1		0	2	abstract	0	1
Sacrament	abstrakt	sakrament	NN	Hamm	1592	TRUE	0		0	1	abstract	0	3
Sacramente	abstrakt	sakrament	NN	Meldorf	1618	TRUE	0		0	2	abstract	0	3
Sacrament	abstrakt	sakrament	NN	Riedlingen	1596	TRUE	0		0	1	abstract	0	3
salben	konkret	salbe	NN	Gaugrehweiler	1610	FALSE	0		0	2	concrete	1	7
salbenn	konkret	salbe	NN	Gaugrehweiler	1610	FALSE	0		0	2	concrete	1	7
salben	konkret	salbe	NN	Gaugrehweiler	1610	FALSE	0		0	2	concrete	1	7
Salb	konkret	salbe	NN	Riedlingen	1596	TRUE	0		0	1	concrete	1	7
Salben	konkret	salbe	NN	Riedlingen	1596	TRUE	0		0	1	concrete	1	7
Salb	konkret	salbe	NN	Riedlingen	1596	TRUE	0		0	1	concrete	1	7
Salb	konkret	salbe	NN	Riedlingen	1596	TRUE	0		0	1	concrete	1	7
Sälb- lin	konkret	sälblein	NN	Riedlingen	1596	TRUE	0		0	1	concrete	1	1
saltz	konkret	salz	NN	Baden-Baden	1628	FALSE	0		0	3	concrete	1	3
Saltz	konkret	salz	NN	Lemberg	1630	TRUE	0		0	3	concrete	1	3
Salz	konkret	salz	NN	Riedlingen	1596	TRUE	0		0	1	concrete	1	3
Sambßtag	abstrakt	samstag	NN	Riedlingen	1596	TRUE	0		0	1	abstract	0	1
Sammit	konkret	samt	NN	Jever	1592	TRUE	0		0	1	concrete	1	1
Sandtman	menschlich	sandmann	NB	Güstrow	1615	TRUE	1	n	1	2	animate	4	1
Sa- thanß	übermenschlich Teufel	satan	NN	Baden-Baden	1628	TRUE	0	n	0	3	animate	4	10
Sathanß	übermenschlich Teufel	satan	NN	Baden-Baden	1628	TRUE	0	n	0	3	animate	4	10
Satan	übermenschlich Teufel	satan	NN	Meldorf	1618	TRUE	0	n	0	2	animate	4	10
Satan	übermenschlich Teufel	satan	NN	Meldorf	1618	TRUE	0	n	0	2	animate	4	10
Satan	übermenschlich Teufel	satan	NN	Meldorf	1618	TRUE	0	n	0	2	animate	4	10
Satan	übermenschlich Teufel	satan	NN	Meldorf	1618	TRUE	0	n	0	2	animate	4	10
Satan	übermenschlich Teufel	satan	NN	Meldorf	1618	TRUE	0	n	0	2	animate	4	10
Satan	übermenschlich Teufel	satan	NN	Meldorf	1618	TRUE	0	n	0	2	animate	4	10
Satan	übermenschlich Teufel	satan	NN	Meldorf	1618	TRUE	0	n	0	2	animate	4	10
Satans	übermenschlich Teufel	satan	NN	Meldorf	1618	TRUE	0	n	0	2	animate	4	10
Sawen	tierisch	sau	NN	Günzburg	1613	TRUE	0		0	2	animate	2	1
Saul	konkret	säule	NN	Riedlingen	1596	TRUE	0		0	1	concrete	1	1
Sauställel	konkret	saustall	NN	München	1600	TRUE	1		1	1	concrete	1	1
schaden	abstrakt	schaden	NN	Alme	1630	FALSE	0		0	3	abstract	0	20
schaden	abstrakt	schaden	NN	Alme	1630	FALSE	0		0	3	abstract	0	20
schaden	abstrakt	schaden	NN	Georgenthal	1597	FALSE	1		0	1	abstract	0	20
schaden	abstrakt	schaden	NN	Georgenthal	1597	FALSE	1		0	1	abstract	0	20
schaden	abstrakt	schaden	NN	Georgenthal	1597	FALSE	1		0	1	abstract	0	20
schaden	abstrakt	schaden	NN	Georgenthal	1597	FALSE	1		0	1	abstract	0	20
schaden	abstrakt	schaden	NN	Georgenthal	1597	FALSE	1		0	1	abstract	0	20
schaden	abstrakt	schaden	NN	Günzburg	1613	FALSE	0		0	2	abstract	0	20
schaden	abstrakt	schaden	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	20
schaden	abstrakt	schaden	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	20
schaden	abstrakt	schaden	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	20
schaden	abstrakt	schaden	NN	Meldorf	1618	FALSE	0		0	2	abstract	0	20
schaden	abstrakt	schaden	NN	Meldorf	1618	FALSE	0		0	2	abstract	0	20
schaden	abstrakt	schaden	NN	Perleberg	1588	FALSE	1		0	1	abstract	0	20
schaden	abstrakt	schaden	NN	Riedlingen	1596	FALSE	0		0	1	abstract	0	20
Schaden	abstrakt	schaden	NN	Rosenburg	1618	TRUE	1		0	2	abstract	0	20
schaden	abstrakt	schaden	NN	Rosenburg	1618	FALSE	1		0	2	abstract	0	20
schaden	abstrakt	schaden	NN	Rosenburg	1618	FALSE	1		0	2	abstract	0	20
schaden	abstrakt	schaden	NN	Rosenburg	1618	FALSE	1		0	2	abstract	0	20
Schaffe	tierisch	schaf	NN	Alme	1630	TRUE	0		0	3	animate	2	2
schap	tierisch	schaf	NN	Alme	1630	FALSE	0		0	3	animate	2	2
Scheper	menschlich	schäfer	NB	Alme	1630	TRUE	0	n	0	3	animate	4	2
schepern	menschlich	schäfer	NB	Alme	1630	FALSE	0	n	0	3	animate	4	2
Schäfferin	menschlich	schäferin	NB	Rosenburg	1618	TRUE	1	j	0	2	animate	3	4
Schefferin	menschlich	schäferin	NB	Rosenburg	1618	TRUE	1	j	0	2	animate	3	4
Schefferin	menschlich	schäferin	NB	Rosenburg	1618	TRUE	1	j	0	2	animate	3	4
Schefferin	menschlich	schäferin	NB	Rosenburg	1618	TRUE	1	j	0	2	animate	3	4
schaffhirtin	menschlich	schafhirt	NB	Gaugrehweiler	1610	FALSE	0	n	1	2	animate	4	1
Schaffmeisterin	menschlich	schafmeister	NB	Rosenburg	1618	TRUE	1	n	1	2	animate	4	4
Schafmeisterin	menschlich	schafmeister	NB	Rosenburg	1618	TRUE	1	n	1	2	animate	4	4
Schafmeisterin	menschlich	schafmeister	NB	Rosenburg	1618	TRUE	1	n	1	2	animate	4	4
Schafmeisterin	menschlich	schafmeister	NB	Rosenburg	1618	TRUE	1	n	1	2	animate	4	4
Schall	abstrakt	schall	NN	München	1600	TRUE	1		0	1	abstract	0	1
scherffe	abstrakt	schärfe	NN	Georgenthal	1597	FALSE	1		0	1	abstract	0	2
scherffe	abstrakt	schärfe	NN	Georgenthal	1597	FALSE	1		0	1	abstract	0	2
Scharpff- richter	menschlich	scharfrichter	NB	Lemberg	1630	TRUE	0	n	1	3	animate	4	3
Scharpffrichtter	menschlich	scharfrichter	NB	Lemberg	1630	TRUE	0	n	1	3	animate	4	3
Scharpffrichter	menschlich	scharfrichter	NB	Lemberg	1630	TRUE	0	n	1	3	animate	4	3
schein	abstrakt	schein	NN	Hamm	1592	FALSE	0		0	1	abstract	0	1
Schelmb	menschlich	schelm	NN	Bamberg	1628	TRUE	1	n	0	3	animate	4	2
Schelm	menschlich	schelm	NN	Ostrau	1628	TRUE	1	n	0	3	animate	4	2
Schelmenbein	konkret	schelmenbein	NN	Lemberg	1630	TRUE	0		1	3	concrete	1	2
Schelmen bein	konkret Körperteil	schelmenbein	NN	Lemberg	1630	TRUE	0		1	3	concrete	1	2
schelmmerey	abstrakt	schelmerei	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	1
Schencken	menschlich	schenk	NB	Georgenthal	1597	TRUE	1	n	0	1	animate	4	1
schenkhel	konkret Körperteil	schenkel	NN	Baden-Baden	1628	FALSE	0		0	3	concrete	1	4
Schenckhel	konkret Körperteil	schenkel	NN	Baden-Baden	1628	TRUE	0		0	3	concrete	1	4
Schenkhel	konkret Körperteil	schenkel	NN	Baden-Baden	1628	TRUE	0		0	3	concrete	1	4
Schenckhelin	konkret Körperteil	schenkel	NN	Riedlingen	1596	TRUE	0		0	1	concrete	1	4
Schenck keller	konkret	schenkkeller	NN	Georgenthal	1597	TRUE	1		1	1	concrete	1	1
Scherben	konkret	scherbe	NN	Bamberg	1628	TRUE	1		0	3	concrete	1	1
schilling	abstrakt Maß	schilling	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	5
schilling	abstrakt Maß	schilling	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	5
schilling	abstrakt Maß	schilling	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	5
schilling	abstrakt Maß	schilling	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	5
schilling	abstrakt Maß	schilling	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	5
schimpffreden	abstrakt	schimpfrede	NN	Schweinfurt	1616	FALSE	1		1	2	abstract	0	1
Schirm	konkret	schirm	NN	Schweinfurt	1616	TRUE	1		0	2	concrete	1	1
schlägen	abstrakt	schlag	NN	Bamberg	1628	FALSE	1		0	3	abstract	0	4
schlegenn	abstrakt	schlag	NN	Jever	1592	FALSE	0		0	1	abstract	0	4
schlag	abstrakt	schlag	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	4
schlag	abstrakt	schlag	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	4
schlangen	tierisch	schlange	NN	Perleberg	1588	FALSE	1		0	1	animate	2	3
schlan gen	tierisch	schlange	NN	Perleberg	1588	FALSE	1		0	1	animate	2	3
schlangen	tierisch	schlange	NN	Perleberg	1588	FALSE	1		0	1	animate	2	3
schluese	konkret	schleuse	NN	Meldorf	1618	FALSE	0		0	2	concrete	1	1
